regionID,iso3c,country_name,city_name,incomeID,measurement,units,year,source
MEA,DZA,Algeria,Algiers,UMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SAS,IND,India,Kozhikode,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
LCN,ECU,Ecuador,Quito,UMC,population_population_number_of_people,# of people,2012.0,"INECO and Tragsatec Consortium. 2016. ""Master Plan for Comprehensive Waste Management of the Metropolitan District of Quito. Analysis of the Current Situation."" [Consorcio INECO y Tragsatec. 2016. ""Plan Maestro de Gestion Integral de Residuos del Distrito Metropolitano de Quito. Analisis de la Situacion Actual.""]"
ECS,FRA,France,Paris,HIC,population_population_number_of_people,# of people,2015.0,"Paris City Hall. 2015. ""Annual Report on the Price and Quality of the Public Waste Management Service in Paris."" [Mairie de Paris. 2015. ""Rapport annuel sur le prix et la qualité du service public de gestion des déchets à Paris"".]"
SAS,LKA,Sri Lanka,Dehiwala Mt. Lavinia Municipal Council,LMC,population_population_number_of_people,# of people,2015.0,"JICA (Japan International Cooperation Agency). 2016. ""Data Collection Survey on Solid Waste Management in Democratic Socialist Republic of Sri Lanka: Final Report.""  Kokusai Kogyo Co., Ltd. February."
SAS,IND,India,Kota,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
LCN,PAN,Panama,Colón,UMC,population_population_number_of_people,# of people,2010.0,"Panama Ministry of Health. 2015. ""Analysis of the health situation in Panama."" [Ministerio de Salud de Panamá. 2015. ""Análisis de la situación de salud Panamá.""]"
EAS,MMR,Myanmar,Yangon,LMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ECS,UZB,Uzbekistan,Tashkent,LMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ECS,UZB,Uzbekistan,Namangan,LMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
LCN,PAN,Panama,Panamá City,UMC,population_population_number_of_people,# of people,2014.0,"Panama Ministry of Health. 2015. ""Analysis of the health situation in Panama."" [Ministerio de Salud de Panamá. 2015. ""Análisis de la situación de salud Panamá.""]"
ECS,EST,Estonia,Tartummaa,HIC,population_population_number_of_people,# of people,,"Pop, Flaviu. 2017. Technical Expert, Green Partners Ltd. Personal communication."
ECS,EST,Estonia,Tallinn,HIC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SSF,ETH,Ethiopia,Debre Tabor,LIC,population_population_number_of_people,# of people,2015.0,"WaterAid. 2015d. ""Solid Waste Generation Rate and Characterization Study for Debre Tabor Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November."
MEA,MAR,Morocco,Beni Mellal,LMC,population_population_number_of_people,# of people,2014.0,"Morocco. n.d. ""Total cost of delegated waste management"" [""Cout total de la gestion deleguee des dechets""]. Contract No. 26/2013. Commune of Beni Mellal, Province of Beni Mellal, Region of Beni Mellal Khenifra, Minister of the Interior, Kingdom of Morocco."
SAS,IND,India,Greater Mumbai,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
SSF,GHA,Ghana,Kumasi,LMC,population_population_number_of_people,# of people,2015.0,"Miezah, Kodwo, Kwasi Obiri-Danso, Zsófia Kádár, Bernard Fei-Baffoe, and Moses Y. Mensah. 2015. ""Municipal solid waste characterization and quantification as a measure towards effective waste management in Ghana."" Waste Management 46 (2015) 15–27."
SAS,IND,India,Vijaywada,LMC,population_population_number_of_people,# of people,2016.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
MEA,MAR,Morocco,Rabat,LMC,population_population_number_of_people,# of people,2014.0,"GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH). 2014c. ""Moroccan network of urban waste management. Local public action and waste management of the members"" [""Réseau marocain de la gestion des déchets urbains. Action publique locale et gestion des déchets des villes membres""]. REMADGU."
SAS,IND,India,Guwahati,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
SSF,ETH,Ethiopia,Gerbe Guracha,LIC,population_population_number_of_people,# of people,2015.0,"WaterAid. 2015f. ""Solid Waste Generation Rate and Characterization Study for Gerbe Guracha Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November."
ECS,POL,Poland,Lodzi,HIC,population_population_number_of_people,# of people,2011.0,"Poland Statistical Office. 2016.""Lodzi Statistics."" Lodzi, Poland. [Urzad Statystyczny w Lodzi. 2016. ""Statystyka Lodzi.""] ISSN 1427-8111."
ECS,IRL,Ireland,Limerick,HIC,population_population_number_of_people,# of people,2016.0,"City Population. 2017e. ""Ireland: Cities and Legal Towns."" Accessed June 16, 2017. http://citypopulation.de/Ireland-Cities.html."
SSF,MDG,Madagascar,Antananarivo,LIC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SSF,ETH,Ethiopia,Weldiya,LIC,population_population_number_of_people,# of people,2015.0,"WaterAid. 2015i. ""Solid Waste Generation Rate and Characterization Study for Weldiya Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November."
SAS,MDV,Maldives,Male,UMC,population_population_number_of_people,# of people,2014.0,"Maldives, National Bureau of Statistics, 2015. ""Maldives Population and Household Census 2014."" National Bureau of Statistics, Ministry of Finance and Treasury, Republic of Maldives."
SAS,IND,India,Shimla,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
EAS,MYS,Malaysia,Kuala Lumpur,UMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SSF,ZAF,South Africa,Johannesburg ,UMC,population_population_number_of_people,# of people,2011.0,"Statistics South Africa. 2011a. ""City of Johannesburg."" http://www.statssa.gov.za/?page_id=993andid=city-of-johannesburg-municipality."
SSF,ETH,Ethiopia,Dembi Dolo,LIC,population_population_number_of_people,# of people,2015.0,"WaterAid. 2015e. ""Solid Waste Generation Rate and Characterization Study for Dembi Dolo Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November."
SAS,MDV,Maldives,Addu,UMC,population_population_number_of_people,# of people,2014.0,"Maldives, National Bureau of Statistics, 2015. ""Maldives Population and Household Census 2014."" National Bureau of Statistics, Ministry of Finance and Treasury, Republic of Maldives."
SSF,ZAF,South Africa,Cape Town,UMC,population_population_number_of_people,# of people,2012.0,"Miezah, Kodwo, Kwasi Obiri-Danso, Zsófia Kádár, Bernard Fei-Baffoe, and Moses Y. Mensah. 2015. ""Municipal solid waste characterization and quantification as a measure towards effective waste management in Ghana."" Waste Management 46 (2015) 15–27."
LCN,MEX,Mexico,Monterrey,UMC,population_population_number_of_people,# of people,2015.0,"Mexico, Information by Entity [Información por entidad]. 2015. ""Municipal division."" http://www.cuentame.inegi.org.mx/monografias/informacion/nl/territorio/div_municipal.aspx?tema=meande=19."
SAS,IND,India,Patna,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
SSF,ETH,Ethiopia,Tepi,LIC,population_population_number_of_people,# of people,2015.0,"WaterAid. 2015h. ""Solid Waste Generation Rate and Characterization Study for Tepi Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November."
ECS,SVN,Slovenia,Ljubljana,HIC,population_population_number_of_people,# of people,2014.0,"European Commission. 2014i. ""Capital factsheet - Ljubljana."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A2."
ECS,FIN,Finland,Riihimaki,HIC,population_population_number_of_people,# of people,2015.0,"Liikanena, M., O. Sahimaa, M. Hupponen, J. Havukainen, J. Sorvari, and M. Horttanainen. 2016. ""Updating and testing of a Finnish method for mixed municipal solid waste composition studies."" Waste Management 52 (2016) 25–33."
ECS,FIN,Finland,Oulu,HIC,population_population_number_of_people,# of people,2015.0,"City Population. 2017h. ""Oulu."" Accessed June 20, 2017. https://citypopulation.de/php/finland-pohjoispohjanmaa.php?cityid=0939."
ECS,FIN,Finland,Turku,HIC,population_population_number_of_people,# of people,2015.0,"Liikanena, M., O. Sahimaa, M. Hupponen, J. Havukainen, J. Sorvari, and M. Horttanainen. 2016. ""Updating and testing of a Finnish method for mixed municipal solid waste composition studies."" Waste Management 52 (2016) 25–33."
EAS,FJI,Fiji,Suva,UMC,population_population_number_of_people,# of people,2012.0,"ADB (Asian Development Bank). 2014a. ""Solid Waste Management in the Pacific: Fiji Country Snapshot."" ADB Publications Stock No. ARM146606-2. June. Accessed May 11, 2017. https://www.adb.org/sites/default/files/publication/42672/solid-waste-management-fiji.pdf."
ECS,ROU,Romania,Bucharest,UMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ECS,MKD,"Macedonia, FYR",Kratovo,UMC,population_population_number_of_people,# of people,2015.0,"Macedonia State Statistical Office. 2016. ""Stastical Survey: Population and Social Statistics."" [РЕПУБЛИКА МАКЕДОНИЈА ДРЖАВЕН ЗАВОД ЗА СТАТИСТИКА. 2016. ""СТАТИСТИЧКИ ПРЕГЛЕД: Население и социјални статистики.""] Skopje, July. Accessed May 2, 2017. http://www.stat.gov.mk/PrikaziPoslednaPublikacija_en.aspx?id=11)."
ECS,FRA,France,Angers-Loire Metropole,HIC,population_population_number_of_people,# of people,2015.0,"Angers Loire Métropole, Environment Management, Waste and Cleaning. 2015. ""Annual Report 2015 on the price and quality of the public service for the prevention and management of household and similar waste (SPPGD)."" [Angers Loire Métropole, DIRECTION ENVIRONNEMENT DÉCHETS ET PROPRETÉ. 2015. ""Rapport Annuel 2015 sur le prix et la qualité du service public de prévention et de gestion des déchets ménagers et assimilés (SPPGD).""]"
EAS,JPN,Japan,Yokohama,HIC,population_population_number_of_people,# of people,2015.0,"City of Yokohama. 2017. Policy Coordination Division, Resources and Waste Recycling Bureau. Personal communication."
SSF,ZWE,Zimbabwe,Gweru,LIC,population_population_number_of_people,# of people,2014.0,"GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH). 2014b. “Household and Commercial Solid Waste Characterisation Study: Gweru,” by Hailey Johnson. "
EAS,FSM,"Micronesia, Fed. Sts.",Pohnpei,LMC,population_population_number_of_people,# of people,2012.0,"ADB (Asian Development Bank). 2012a. ""Country Case Study: Federated States of Micronesia."" Solid Waste Management in the Pacific: Asian Development Bank 2012."
ECS,RUS,Russian Federation,Kemerovo,UMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ECS,TJK,Tajikistan,Dushanbe ,LMC,population_population_number_of_people,# of people,2018.0,"World Population Review. 2018e. ""Population of Cities in Tajikistan."" http://worldpopulationreview.com/countries/tajikistan-population/cities/."
ECS,KAZ,Kazakhstan,Kostanay,UMC,population_population_number_of_people,# of people,2014.0,"World Bank. n.d. ""Legal, Institutional, Financial Arrangement and Practices of Solid Waste Management Sector in Kazakhstan."" Washington, DC: World Bank."
SSF,RWA,Rwanda,Nyagatare,LIC,population_population_number_of_people,# of people,,
SAS,IND,India,Coimbatore,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
ECS,GBR,United Kingdom,London,HIC,population_population_number_of_people,# of people,2012.0,"European Commission. 2014j. ""Capital factsheet - London."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A2."
SAS,IND,India,Ghaziabad,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
ECS,GEO,Georgia,Tbilisi,LMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SAS,IND,India,Pune,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
EAS,PHL,Philippines,Cebu,LMC,population_population_number_of_people,# of people,2015.0,"Premakura, Dickella Gamaralalage Jagath, Matthew Hengesbaugh, Kazunobu Onogawa and, Nida C Cabrera. 2017. “Planning and Implementation of Integrated Solid Waste Management Strategies at Local Level: The Case of Cebu City,” International Environmental Technology Centre. May. Accessed October 10, 2017. https://pub.iges.or.jp/pub/planning-and-implementation-integrated-solid."
ECS,KGZ,Kyrgyz Republic,Osh,LMC,population_population_number_of_people,# of people,2017.0,"City Population. 2018c. ""Kyrgyzstan."" Accessed May 17, 2017. https://citypopulation.de/Kyrgyzstan.html."
SAS,NPL,Nepal,Dharan,LIC,population_population_number_of_people,# of people,2011.0,"ADB (Asian Development Bank). 2013b. ""Solid Waste Management in Nepal: Current Status and Policy Recommendations."" Mandaluyong City, Philippines: Asian Development Bank (ADB)."
SSF,SLE,Sierra Leone,Freetown,LIC,population_population_number_of_people,# of people,2012.0,"Miezah, Kodwo, Kwasi Obiri-Danso, Zsófia Kádár, Bernard Fei-Baffoe, and Moses Y. Mensah. 2015. ""Municipal solid waste characterization and quantification as a measure towards effective waste management in Ghana."" Waste Management 46 (2015) 15–27."
SSF,MOZ,Mozambique,Maputo,LIC,population_population_number_of_people,# of people,2016.0,"Raich, Uri. 2016. ""The State of Solid Waste Management in Maputo, Mozambique."" World Bank. Maputo."
MEA,TUN,Tunisia,Sousse,LMC,population_population_number_of_people,# of people,2008.0,"Karak, Tanmoy, R. M. Bhagat, and Pradip Bhattacharyya. 2012. ""Municipal Solid Waste Generation, Composition, and Management: The World Scenario."" Critical Reviews in Environmental Science and Technology, 42:1509-1630. Taylor and Francis Group, LLC. ISSN: 1064-3389 print / 1547-6537 online."
ECS,IRL,Ireland,Dublin,HIC,population_population_number_of_people,# of people,2012.0,"European Commission. 2014g. ""Capital factsheet - Dublin."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A."
EAS,KOR,"Korea, Rep.",Seoul,HIC,population_population_number_of_people,# of people,2016.0,"Seoul Metropoiltan Government. 2017. Seoul Examined through Statistics, “Seoul Statistical Yearbook 2017″ published. http://english.seoul.go.kr/seoul-examined-statistics-seoul-statistical-yearbook-2017-published/."
SSF,SOM,Somalia,Hargeysa,LIC,population_population_number_of_people,# of people,2010.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ECS,GRC,Greece,Athens,HIC,population_population_number_of_people,# of people,2015.0,"European Commission. 2014b. ""Capital factsheet - Athens."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A2."
SSF,MWI,Malawi,Blantyre,LIC,population_population_number_of_people,# of people,2010.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ECS,PRT,Portugal,Guimarães,HIC,population_population_number_of_people,# of people,2011.0,"Population.city. 2015. ""Guimarães."" http://population.city/portugal/guimaraes/."
ECS,PRT,Portugal,Lisbon,HIC,population_population_number_of_people,# of people,2013.0,"European Commission. 2014h. ""Capital factsheet - Lisbon."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A."
LCN,GTM,Guatemala,Jutiapa,LMC,population_population_number_of_people,# of people,2013.0,"Guatemala, INE (National Institute of Statistics Guatemala). 2014. ""Departmental characterization Jutiapa 2013."" [Gobierno de Guatemala, INE (Instituto Nacional de Estadística). 2014. ""Caracterización Departamental Jutiapa 2013.""] Guatemala, December."
MEA,ISR,Israel,Jerusalem,HIC,population_population_number_of_people,# of people,2010.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SSF,NER,Niger,Niamey,LIC,population_population_number_of_people,# of people,2005.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
LCN,GTM,Guatemala,Antigua Guatemala,LMC,population_population_number_of_people,# of people,2011.0,"Garrido, Rigoberto Otoniel Morales. 2011. ""Diagnosis of primary management and transport of solid waste in the neighborhood of La Merced, Antigua Guatemala, Sacatepéquez"" [Diagnóstico del manejo primario y transporte de desechos sólidos en el barrio de la Merced, Antigua Guatemala, Sacatepéquez""]. University of San Carlos of Guatemala. June."
SSF,NGA,Nigeria,Ibadan,LMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SSF,NGA,Nigeria,Ilorin,LMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
LCN,HND,Honduras,Tegucigalpa,LMC,population_population_number_of_people,# of people,2014.0,"IDB (Inter-American Development Bank). n.d. ""Tegucigalpa and Comayagüela, sustainable capital, safe and open to the public."" [BID (Banco Interamericano de Desarrollo). n.d. Tegucigalpa y Comayagüela, Capital sostenible, segura y abierta al público.""] nDF (Nordic Development Fund)."
SAS,LKA,Sri Lanka,Trincomalee,LMC,population_population_number_of_people,# of people,2015.0,"JICA (Japan International Cooperation Agency). 2016. ""Data Collection Survey on Solid Waste Management in Democratic Socialist Republic of Sri Lanka: Final Report.""  Kokusai Kogyo Co., Ltd. February."
ECS,SWE,Sweden,Borås,HIC,population_population_number_of_people,# of people,,"CCAC (Climate and Clean Air Coalition). n.d.(c) ""Solid Waste Management City Profile: Borås.""  Municipal Solid Waste Initiative."
MEA,QAT,Qatar,Doha,HIC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ECS,HRV,Croatia,Zagreb,UMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ECS,UKR,Ukraine,Pavlograd,LMC,population_population_number_of_people,# of people,2013.0,"Ukraine Municipal Local Economic Development. 2014. ""Baseline report on the state of existing SWM system in Western Donbas Subregion."" Annex A. FCM (Federation of Canadian Municipalities). January."
ECS,UKR,Ukraine,Kiev,LMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
EAS,JPN,Japan,Toyama,HIC,population_population_number_of_people,# of people,2015.0,"Toyama Environment Policy Division, Environment Department, Toyama City. 2017. Personal communication."
EAS,JPN,Japan,Osaka,HIC,population_population_number_of_people,# of people,2015.0,"Osaka Facilities Division. 2017. Environmental Management Bureau, Osaka City Government. Personal communication."
SAS,IND,India,Faridabad,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
ECS,HUN,Hungary,Debrecen,HIC,population_population_number_of_people,# of people,2017.0,"City Population. 2017d. ""Hungary: Major cities and towns."" Accessed April 3, 2017. https://citypopulation.de/Hungary-Cities.html?cityid=6745."
EAS,THA,Thailand,Bangkok,UMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
EAS,IDN,Indonesia,Jakarta,LMC,population_population_number_of_people,# of people,2010.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
NAC,USA,United States,Washington Dc,HIC,population_population_number_of_people,# of people,2017.0,"US Census Bureau. 2017. ""QuickFacts: Washington city, District of Columbia"
SSF,RWA,Rwanda,Kigali ,LIC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SAS,IND,India,Jaipur,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
ECS,KAZ,Kazakhstan,Atyrau,UMC,population_population_number_of_people,# of people,2015.0,"World Bank. n.d. ""Legal, Institutional, Financial Arrangement and Practices of Solid Waste Management Sector in Kazakhstan."" Washington, DC: World Bank."
SAS,NPL,Nepal,Bhaktapur,LIC,population_population_number_of_people,# of people,2011.0,"ADB (Asian Development Bank). 2013b. ""Solid Waste Management in Nepal: Current Status and Policy Recommendations."" Mandaluyong City, Philippines: Asian Development Bank (ADB)."
SAS,IND,India,Nagpur,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
SSF,KEN,Kenya,Nairobi,LMC,population_population_number_of_people,# of people,2013.0,"UNDP (United Nations Development Programme). 2016. ""Nationally Appropriate Mitigation Action on a Circular Economy Solid Waste Management Approach for Urban Areas in Kenya."" Kenya, Ministry of Environment and Natural Resources."
MEA,MAR,Morocco,Tangier,LMC,population_population_number_of_people,# of people,2017.0,"Abderrahim, Mouhssine. 2017. Head of Environment Department, Tangier. Personal communication with the World Bank."
SSF,SEN,Senegal,Rufisque,LIC,population_population_number_of_people,# of people,2004.0,"Gret-LVIA-Pacte Research Program. 2004. Survey of 10 secondary cities in Senegal. [Gret-LVIA-Pacte et programme de recherche Ecocite (Mboro). Enquete dans 10 villes secondaires du Senegal. 2004. ""La gestion des orduresménagères dans les villes secondaires du Sénégal. Politiques municipales, pré-collecteet gestion de la filière"". Éditions du Gret.]"
SAS,NPL,Nepal,Bharatpur,LIC,population_population_number_of_people,# of people,2011.0,"ADB (Asian Development Bank). 2013b. ""Solid Waste Management in Nepal: Current Status and Policy Recommendations."" Mandaluyong City, Philippines: Asian Development Bank (ADB)."
EAS,MNG,Mongolia,Ulaanbaatar,LMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
MEA,TUN,Tunisia,Sfax,LMC,population_population_number_of_people,# of people,2013.0,"Tunisia, Governorate of Sfax. 2013. ""Community Waste Management Plan P C G D Sfax"" [""PLAN COMMUNAL DE GESTION DES DECHETS P C G D SFAX""]. GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH). ANGed (L'Agence Nationale de Gestion des Déchets). May."
