regionID,iso3c,country_name,city_name,incomeID,measurement,units,year,source
SAS,BGD,Bangladesh,Chittagong,LMC,population_population_number_of_people,# of people,2011.0,"Bangladesh Bureau of Statistics. 2014. ""Population and Housing Census- 2011. National Report. Volume 2: Union Statistics."" Statistics and Informatics Division, Ministry of Planning, Bangladesh Bureau of Statistics. March"
LCN,GTM,Guatemala,Guatemala City,LMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SSF,ETH,Ethiopia,Halaba Kulito,LIC,population_population_number_of_people,# of people,,
SAS,BGD,Bangladesh,Patuakhali,LMC,population_population_number_of_people,# of people,2011.0,"Bangladesh Bureau of Statistics. 2014. ""Population and Housing Census- 2011. National Report. Volume 2: Union Statistics."" Statistics and Informatics Division, Ministry of Planning, Bangladesh Bureau of Statistics. March"
SAS,BGD,Bangladesh,Rajshahi,LMC,population_population_number_of_people,# of people,2011.0,"Bangladesh Bureau of Statistics. 2014. ""Population and Housing Census- 2011. National Report. Volume 2: Union Statistics."" Statistics and Informatics Division, Ministry of Planning, Bangladesh Bureau of Statistics. March"
SAS,BGD,Bangladesh,Dhaka,LMC,population_population_number_of_people,# of people,2005.0,"Dhaka City Corporation. 2005. ""The Study on the Solid Waste Management in Dhaka City."" Final Report: Volume 1. JICA (Japan International Cooperation Agency). Pacific Consultants International. Yachiyo Engineering Co., Ltd. March."
SSF,ETH,Ethiopia,Dire Dawa,LIC,population_population_number_of_people,# of people,2015.0,"RWA (Resources and Waste Advisory Group). 2015. ""Ethiopian Urban Solid Waste Management Sector- Dire Dawa City Assessment."" GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH). April."
SSF,ETH,Ethiopia,Maichew,LIC,population_population_number_of_people,# of people,2015.0,"WaterAid. 2015g. ""Solid Waste Generation Rate and Characterization Study for Maichew Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November."
SAS,BGD,Bangladesh,Rangpur,LMC,population_population_number_of_people,# of people,2011.0,"Bangladesh Bureau of Statistics. 2014. ""Population and Housing Census- 2011. National Report. Volume 2: Union Statistics."" Statistics and Informatics Division, Ministry of Planning, Bangladesh Bureau of Statistics. March"
SSF,ETH,Ethiopia,Bule Hora,LIC,population_population_number_of_people,# of people,2015.0,"WaterAid. 2015c. ""Solid Waste Generation Rate and Characterization Study for Bule Hora Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November."
ECS,BGR,Bulgaria,Burgas,UMC,population_population_number_of_people,# of people,2016.0,"City Population. 2017c. ""Burgas."" http://www.citypopulation.de/php/bulgaria-burgas.php."
ECS,BGR,Bulgaria,Ruse,UMC,population_population_number_of_people,# of people,2016.0,"City Population. 2017b. ""Bulgaria: Major Cities."" http://www.citypopulation.de/Bulgaria-Cities.html?cityid=2747."
MEA,BHR,Bahrain,Manama,HIC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ECS,BIH,Bosnia and Herzegovina,Banja Luka,UMC,population_population_number_of_people,# of people,2013.0,"City Population. 2017a. ""Banja Luka."" http://www.citypopulation.de/php/bosnia-admin.php?adm2id=20010."
SAS,IND,India,Navi Mumbai,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
SAS,IND,India,Imphal,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
ECS,BIH,Bosnia and Herzegovina,Sarajevo,UMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ECS,BLR,Belarus,Grodno,UMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SSF,MLI,Mali,Sikasso,LIC,population_population_number_of_people,# of people,2009.0,"World Bank. 2014b. ""Results-Based Financing for Municipal Solid Waste."" Urban Development Series Knowledge Papers, No. 20. Global Urban and DRM Unit, World Bank. July."
ECS,BLR,Belarus,Minsk,UMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SAS,IND,India,Bengaluru,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
LCN,BLZ,Belize,Belize City,UMC,population_population_number_of_people,# of people,2010.0,"IDB (Inter-American Development Bank). 2011. ""Waste Generation and Composition Study for the Western Corridor, Belize, C.A., 2056/OC – BL."" Belize Solid Waste Management Authority. May."
SSF,GAB,Gabon,Libreville,UMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ECS,GBR,United Kingdom,Bristol,HIC,population_population_number_of_people,# of people,2016.0,"Bristol City Council. 2017. ""The Population of Bristol."" https://www.bristol.gov.uk/statistics-census-information/the-population-of-bristol."
LCN,BLZ,Belize,San Pedro,UMC,population_population_number_of_people,# of people,2014.0,"IDB (Inter-American Development Bank). 2011. ""Waste Generation and Composition Study for the Western Corridor, Belize, C.A., 2056/OC – BL."" Belize Solid Waste Management Authority. May."
LCN,BOL,Bolivia,La Paz,LMC,population_population_number_of_people,# of people,2010.0,"Bolivia MMAyA/VAPSB/DGGIRS. 2011. ""Diagnosis of Solid Waste Management in the Department of La Paz"" [""Diagnóstico de la Gestión de Residuos Sólidos en el Departamento de La Paz""]. MMAyA (Ministry of Environment and Water [Ministerio de Medio Ambiente y Agua])/ VAPSB (Deputy Minister of Drinking Water and Basic Sanitation [Viceministro de Agua Potable y Saneamiento Básico])/ DGGIRS (General Director of Integral Management of Solid Residues [Director General de Gestión Integral de Residuos Sólidos])."
MEA,SAU,Saudi Arabia,Riyadh,HIC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
LCN,BRA,Brazil,"Distrito Federal, Brasilia",UMC,population_population_number_of_people,# of people,2016.0,"Brazil SLU (Urban Cleaning Service). 2017. ""Preparing to close the dump"
LCN,BRA,Brazil,Rio De Janeiro,UMC,population_population_number_of_people,# of people,2014.0,"City of Rio de Janeiro City Council. 2015. ""Municipal Plan of Integrated Management of Solid Waste - PMGIRS of the City of Rio de Janeiro."" [Prefeitura da Cidade do Rio de Janeiro. 2015. ""Plano Municipal de Gestão Integrada de Resíduos Sólidos - PMGIRS da Cidade do Rio de Janeiro.""] CITY OF RIO DE JANEIRO CITY COUNCIL. December."
SAS,IND,India,Rajkot,LMC,population_population_number_of_people,# of people,2016.0,"Thakur, Ritu. 2017b. Manager (Sustainability), ICLEI South Asia. Personal communication with Rajkot Municipal Corporation."
SAS,IND,India,Leh,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
SSF,GHA,Ghana,Accra,LMC,population_population_number_of_people,# of people,2015.0,"Miezah, Kodwo, Kwasi Obiri-Danso, Zsófia Kádár, Bernard Fei-Baffoe, and Moses Y. Mensah. 2015. ""Municipal solid waste characterization and quantification as a measure towards effective waste management in Ghana."" Waste Management 46 (2015) 15–27."
EAS,MNP,Northern Mariana Islands,Saipan,HIC,population_population_number_of_people,# of people,2014.0,"UN DESA (United Nations Department of Economic and Social Affairs). 2014a. ""Population of Capital Cities in 2014 (thousands)."" World Urbanization Prospects: The 2014 Revision, CD-ROM Edition. Population Division, Department of Economic and Social Affairs, United Nations. June."
SSF,GIN,Guinea,Conakry,LIC,population_population_number_of_people,# of people,1995.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SAS,BTN,Bhutan,Phuentsholing ,LMC,population_population_number_of_people,# of people,2014.0,"ECOPARADIGM (Paradigm Environmental Strategies (P) Ltd). 2015. ""Action Plan toward Zero Waste Management: Pheuntsholing Thromde, Bhutan."""
SSF,GMB,"Gambia, The",Banjul,LIC,population_population_number_of_people,# of people,2000.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SAS,BTN,Bhutan,Thimphu,LMC,population_population_number_of_people,# of people,2016.0,"Bhutan, Water and Sanitation Division. 2016. ""Report on the Existing Drinking Water and Sanitaion Scenario in Thimphu City."" Water and Sanitation Division, Department of Engineering Services, Ministry of Works and Human Settlement, Government of Bhutan. Thimphu, March."
ECS,GRC,Greece,Thessaloniki,HIC,population_population_number_of_people,# of people,2017.0,"World Population Review. 2018d. ""Population of Cities in Greece."" Accessed May 15, 2017. http://worldpopulationreview.com/countries/greece-population/cities/."
SSF,BWA,Botswana,Gaborone,UMC,population_population_number_of_people,# of people,2011.0,"Miezah, Kodwo, Kwasi Obiri-Danso, Zsófia Kádár, Bernard Fei-Baffoe, and Moses Y. Mensah. 2015. ""Municipal solid waste characterization and quantification as a measure towards effective waste management in Ghana."" Waste Management 46 (2015) 15–27."
MEA,IRN,"Iran, Islamic Rep.",Tehran,UMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
NAC,CAN,Canada,Ottawa,HIC,population_population_number_of_people,# of people,2016.0,"City of Ottawa. 2018a. ""2016 Census."" https://ottawa.ca/en/city-hall/get-know-your-city/statistics-and-economic-profile/statistics/2016-census."
SSF,ETH,Ethiopia,Adola Woyu,LIC,population_population_number_of_people,# of people,2015.0,"WaterAid. 2015a. ""Solid Waste Generation Rate and Characterization Study for Adola Woyu Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November."
NAC,CAN,Canada,Vancouver,HIC,population_population_number_of_people,# of people,2014.0,"Metro Vancouver. 2016. ""2015 Waste Composition Monitoring Program."" Tetra Tech EBA Inc. January. http://www.metrovancouver.org/services/solid-waste/SolidWastePublications/2015_Waste_Composition_Report.pdf "
NAC,CAN,Canada,Toronto,HIC,population_population_number_of_people,# of people,2017.0,"City of Toronto and HDR. 2017. Excellence Award entry. ""Toronto Long Term Solid Waste Management Strategy."" https://swana.org/Portals/0/Awards/2017/Winners/Excellence2017-PM-ISWMS-gold.pdf."
ECS,ITA,Italy,Milano,HIC,population_population_number_of_people,# of people,2017.0,"World Population Review. 2018b. ""Italy."" Accessed May 16, 2017. http://worldpopulationreview.com/countries/italy-population."
ECS,CHE,Switzerland,Bern,HIC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
LCN,HND,Honduras,San Pedro Sula,LMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ECS,CHE,Switzerland,Zurich,HIC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
LCN,CHL,Chile,Santiago De Chile,HIC,population_population_number_of_people,# of people,2013.0,"SEREMI of the Environment Metropolitan Region. 2014. ""Report on Solid Waste Management 2014 in the Metropolitan Region."" [SEREMI DE MEDIO AMBIENTE REGIÓN METROPOLITANA. 2014. ""Reporte sobre la gestion de Residuos Solidos 2014 en la Region Metropolitana.""] December 26."
MEA,JOR,Jordan,Amman,LMC,population_population_number_of_people,# of people,2015.0,"Ikhlayel, Mahdi, Yoshiro Higano, Helmut Yabar, and Takeshi Mizunoya. 2016. ""Introducing an Integrated Municipal Solid Waste Management System: Assessment in Jordan."" Journal of Sustainable Development"
SSF,NGA,Nigeria,Lagos,LMC,population_population_number_of_people,# of people,2014.0,"Miezah, Kodwo, Kwasi Obiri-Danso, Zsófia Kádár, Bernard Fei-Baffoe, and Moses Y. Mensah. 2015. ""Municipal solid waste characterization and quantification as a measure towards effective waste management in Ghana."" Waste Management 46 (2015) 15–27."
EAS,CHN,China,Beijing,UMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SSF,CIV,Côte d’Ivoire,Abidjan,LMC,population_population_number_of_people,# of people,2010.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ECS,HRV,Croatia,Cakovec,UMC,population_population_number_of_people,# of people,2016.0,European Commission. 2016. Municipal Waste Compliance Promotion Exercise 2014–5: Executive Summary. Luxembourg: Publications Office of the European Union. doi:10.2779/609002.
SSF,CMR,Cameroon,Yaounde,LMC,population_population_number_of_people,# of people,2010.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
LCN,HTI,Haiti,Port Au Prince,LIC,population_population_number_of_people,# of people,2015.0,"IHSI (Haitian Institute of Statistics and Informatics). 2015. ""Total Population of 18 Years and More Estimated Households and Densities in 2015."" [IHSI (Institut Haïtien de Statistique et d’Informatique). 2015. ""Population Totale de 18 Ans et Plus Menages et Densites Estimes En 2015.""] March."
ECS,HUN,Hungary,Budapest,HIC,population_population_number_of_people,# of people,2014.0,"European Commission. 2014e. ""Capital factsheet - Budapest."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A2."
SSF,CMR,Cameroon,Bafoussam,LMC,population_population_number_of_people,# of people,2000.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SSF,CMR,Cameroon,Douala,LMC,population_population_number_of_people,# of people,2000.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
EAS,JPN,Japan,Naha,HIC,population_population_number_of_people,# of people,2015.0,"City of Naha. 2017. Waste Management Division, Department of Environment. Personal communication."
SSF,COD,"Congo, Dem. Rep.",Kinshasa,LIC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ECS,IMN,Isle of Man,Douglas,HIC,population_population_number_of_people,# of people,2014.0,"UN DESA (United Nations Department of Economic and Social Affairs). 2014a. ""Population of Capital Cities in 2014 (thousands)."" World Urbanization Prospects: The 2014 Revision, CD-ROM Edition. Population Division, Department of Economic and Social Affairs, United Nations. June."
SAS,IND,India,Bhubaneswar,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
SSF,COG,"Congo, Rep.",Dolisie,LMC,population_population_number_of_people,# of people,2010.0,"Florian, Marchadour, Elite Mylla Mante, Gandzounou Reiye, and Colombier Renaud. 2012. ""Diagnosis of solid waste in the city of Dolisie - Congo Brazzaville"" [""Diagnostic des déchets solides dans la ville de Dolisie - Congo Brazzaville""]. GRET Professionnels du développement solidaire. November. "
SAS,NPL,Nepal,Butwal,LIC,population_population_number_of_people,# of people,2011.0,"ADB (Asian Development Bank). 2013b. ""Solid Waste Management in Nepal: Current Status and Policy Recommendations."" Mandaluyong City, Philippines: Asian Development Bank (ADB)."
SAS,IND,India,Tadipatri,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
LCN,COL,Colombia,Bogotá,UMC,population_population_number_of_people,# of people,2005.0,"JICA (Japan International Cooperation Agency). 2013. ""Master Plan Study Project for the Integral Management of Solid Waste in Bogotá, D.C."" [""Proyecto de Estudio del Plan Maestro para el Manejo Integral de Residuos Sólidos en Bogotá, D.C.""] Volume II Main Report (1). UAESP (Special Administrative Unit for Public Services. [Unidad Administrativa Especial de Servicios Públicos]). November."
SAS,IND,India,Itanagar,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
EAS,TON,Tonga,Vava’u,UMC,population_population_number_of_people,# of people,2011.0,"SPREP (Secretariat of the Pacific Regional Environment Programme). 2014. ""Waste characterization report 2014."" Accessed May 22, 2017. https://www.sprep.org/j-prism/reports-a-materials. "
LCN,COL,Colombia,Medellin,UMC,population_population_number_of_people,# of people,2015.0,"University of Medellín-Mayoralty of Medellín. 2014. ""Update of the Comprehensive Solid Waste Management Plan (PGIRS) of the Municipality of Medellín, in compliance with resolution 0754."" [Universidad de Medellín-Alcaldía de Medellín ""Actualización del Plan de Gestión Integral de Residuos Sólidos (PGIRS)  del Municipio de Medellín dando cumplimiento a la resolución 0754.""] November 25."
SAS,IND,India,Kochi,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
ECS,KGZ,Kyrgyz Republic,Bishkek,LMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SAS,NPL,Nepal,Badimalika,LIC,population_population_number_of_people,# of people,2011.0,"Nepal, SWMTSC (Solid Waste Management Technical Support Center). 2017. ""Solid Waste Management Baseline Study of 60 New Municipalities: Finale Report,"" by the Engineering Study and Research Centre (P) Ltd. (ESRC). Solid Waste Management Technical Support Center (SWMTSC), Ministry of Federal Affairs and Local Development (MoFALD), Government of Nepal. January"
LCN,CRI,Costa Rica,Alajuela,UMC,population_population_number_of_people,# of people,2012.0,"Municipality of Alajuela. n.d. ""Municipal Plan for the Integral Management of Solid Waste of the Alajuela Canton. Period of execution: 2013-2017."" [Municipalidad de Alajuela. n.d. ""Plan Municipal para la Gestión Integral de Residuos Sólidos del Cantón Alajuela. Periodo de ejecución: 2013-2017.""]"
EAS,KIR,Kiribati,South Tarawa,LMC,population_population_number_of_people,# of people,2014.0,"UN DESA (United Nations Department of Economic and Social Affairs). 2014a. ""Population of Capital Cities in 2014 (thousands)."" World Urbanization Prospects: The 2014 Revision, CD-ROM Edition. Population Division, Department of Economic and Social Affairs, United Nations. June."
SAS,IND,India,Chennai,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
SAS,IND,India,Tirunelveli,LMC,population_population_number_of_people,# of people,2016.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
ECS,CYP,Cyprus,Paralimini,HIC,population_population_number_of_people,# of people,2017.0,"World Population Review. 2018a. ""Cyprus Population."" http://worldpopulationreview.com/countries/cyprus-population/."
MEA,KWT,Kuwait,Kuwait City,HIC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SAS,IND,India,Jodhpur,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
ECS,CZE,Czech Republic,Prague,HIC,population_population_number_of_people,# of people,2013.0,"European Commission. 2014l. ""Capital factsheet - Prague."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A."
MEA,IRQ,Iraq,Baghdad,UMC,population_population_number_of_people,# of people,2015.0,"Iraq, Ministry of Environment. n.d. “Municipal Waste Management in Iraq.” PowerPoint presentation. Department of Technical Affairs, Ministry of Environment, Government of Iraq. "
ECS,CZE,Czech Republic,Karlovy Vary,HIC,population_population_number_of_people,# of people,2014.0,"Prague Ministry of the Environment. 2014. ""Environmental Report in the Karlovy Vary Region."" [Ministerstvo životního prostředí, Praha. 2014. ""Zpráva o životním prostředí v Karlovarském kraji.""] CENIA (Czech Environmental Information Agency [česká informační agentura životního prostředí]). ISBN 978-80-85087-89-5."
SAS,IND,India,Ahmedabad,LMC,population_population_number_of_people,# of people,2016.0,"India, Ministry of Urban Development. 2016. Swachh Bharat Mission (Collected from Swachh Sarveskshan, 2017). Ministry of Housing and Urban Affairs. Government of India."
ECS,DEU,Germany,Hamburg,HIC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ECS,DEU,Germany,Berlin,HIC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SSF,TZA,Tanzania,Mountain Kilimanjaro,LIC,population_population_number_of_people,# of people,2006.0,"Karak, Tanmoy, R. M. Bhagat, and Pradip Bhattacharyya. 2012. ""Municipal Solid Waste Generation, Composition, and Management: The World Scenario."" Critical Reviews in Environmental Science and Technology, 42:1509-1630. Taylor and Francis Group, LLC. ISSN: 1064-3389 print / 1547-6537 online."
SAS,IND,India,Delhi,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
MEA,LBY,Libya,Tripoli,UMC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SAS,IND,India,Bhopal,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
SAS,IND,India,Ludhiana,LMC,population_population_number_of_people,# of people,2016.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
EAS,NZL,New Zealand,Wellington,HIC,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
SAS,IND,India,Kanpur,LMC,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
MEA,DZA,Algeria,Mostaganem,UMC,population_population_number_of_people,# of people,2006.0,"Karak, Tanmoy, R. M. Bhagat, and Pradip Bhattacharyya. 2012. ""Municipal Solid Waste Generation, Composition, and Management: The World Scenario."" Critical Reviews in Environmental Science and Technology, 42:1509-1630. Taylor and Francis Group, LLC. ISSN: 1064-3389 print / 1547-6537 online."
SAS,PAK,Pakistan,Karachi,LMC,population_population_number_of_people,# of people,2017.0,"Pakistan, Ministry of Statistics. 2017. ""Census Quick Result."" Accessed February 2018 http://www.statistics.gov.pk/census-results.html."
