regionID,iso3c,country_name,incomeID,measurement,units,year,source
SSF,ZWE,Zimbabwe,LIC,waste_collection_coverage_total_percent_of_waste,Percent of households,2013.0,"Muchandiona, Aleck. 2013. ""Challenges and Opportunities in Solid Waste Management in Zimbabwe's Urban Councils."" University of Zimbabwe, Faculty of Engineering, Department of Civil Engineering. Harare, September."
EAS,ASM,American Samoa,UMC,waste_collection_coverage_total_percent_of_waste,Percent of population,2014.0,"SPREP (Secretariat of the Pacific Regional Environment Programme). 2016. ""Cleaner Pacific 2025: Pacific Regional Waste and Pollution Management Strategy, 2016–2025."" Secretariat of the Pacific Regional Environment Programme, Apia, Samoa. https://sustainabledevelopment.un.org/content/documents/commitments/1326_7636_commitment_cleaner-pacific-strategy-2025.pdf."
,,,,,,,
EAS,NCL,New Caledonia,HIC,waste_collection_coverage_total_percent_of_population,Percent of population,2014.0,"SPREP (Secretariat of the Pacific Regional Environment Programme). 2016. ""Cleaner Pacific 2025: Pacific Regional Waste and Pollution Management Strategy, 2016–2025."" Secretariat of the Pacific Regional Environment Programme, Apia, Samoa. https://sustainabledevelopment.un.org/content/documents/commitments/1326_7636_commitment_cleaner-pacific-strategy-2025.pdf."
EAS,MMR,Myanmar,LMC,waste_collection_coverage_total_percent_of_waste,Percent of population,,"IGES (Institute for Global Environmental Strategies). n.d. ""Community-based 3 Rs Practices in Myanmar."" U. Mann and Ohnmar Myint."
EAS,KHM,Cambodia,LMC,waste_collection_coverage_urban_percent_of_population,Percent of population,2009.0,"Sang-Arun, Janya and Chau Kim Heng. 2011. ""A Guide for Technology Selection and Implementation of Urban Organic Waste Utilization Projects in Cambodia."" IGES Policy Report 2011-06. Institute for Global Environmental Strategies, Japan. Accessed April 17, 2017. https://pub.iges.or.jp/pub/guide-technology-selection-and-implementation."
SSF,GNB,Guinea-Bissau,LIC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
SSF,BEN,Benin,LIC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
MEA,DJI,Djibouti,LMC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
SSF,SYC,Seychelles,HIC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
SSF,SDN,Sudan,LMC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
SSF,BDI,Burundi,LIC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
SSF,SWZ,Eswatini,LMC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
ECS,RUS,Russian Federation,UMC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
SSF,CIV,Côte d’Ivoire,LMC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
ECS,TKM,Turkmenistan,UMC,special_waste_e_waste_tons_year,tonnes/year,2015.0,"STEP (Solving the E-waste Problem). 2018. ""Overview of e-waste related information- Turkmenistan."" United Nations University. http://www.step-initiative.org/Overview_Turkmenistan.html."
SSF,NGA,Nigeria,LMC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
SSF,TZA,Tanzania,LIC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
SSF,GMB,"Gambia, The",LIC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
SSF,COM,Comoros,LIC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
SSF,CAF,Central African Republic,LIC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
EAS,FJI,Fiji,UMC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
EAS,TWN,,HIC,special_waste_e_waste_tons_year,tonnes/year,2003.0,"Song, Qingbin, Jinhui Li, and Xianlai Zeng. 2014. ""Minimizing the increasing solid waste through zero waste strategy."" Journal of Cleaner Production 104 (2015) 199-210."
SSF,GIN,Guinea,LIC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
SSF,MWI,Malawi,LIC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
SSF,SLE,Sierra Leone,LIC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
SSF,NER,Niger,LIC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
LCN,BHS,"Bahamas, The",HIC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
SSF,RWA,Rwanda,LIC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
SSF,GHA,Ghana,LMC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
SSF,ERI,Eritrea,LIC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
SSF,NAM,Namibia,UMC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
SSF,TCD,Chad,LIC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
LCN,PRI,Puerto Rico,HIC,special_waste_e_waste_tons_year,tonnes/year,2007.0,"Energy Answers. 2012. ""Materials Separation Plan."" Energy Answers Arecibo LLC., Energy Answers International Inc. April."
SSF,MLI,Mali,LIC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
EAS,TLS,Timor-Leste,LMC,special_waste_e_waste_tons_year,tonnes/year,2016.0,"Baldé, C.P., Forti V., Gray, V., Kuehr, R., Stegmann, P. 2017. ""The Global E-waste Monitor 2017- Quantities, Flows, and Resources."" United Nations University (UNU), International Telecommunication Union (ITU) and International Solid Waste Association (ISWA), Bonn/Geneva/Vienna. ISBN Printed Version: 978-92-808-9053-2. ISBN Electronic Version: 978-92-808-9054-9. ISSN 2522-7033."
LCN,SXM,Sint Maarten (Dutch part),HIC,composition_food_organic_waste_percent,%,2015.0,"Mohee, R., S. Mauthoor, Z. M. A. Bundhoo, G. Somaroo, N. Soobhany, and S. Gunasee. 2015. ""Current Status of Solid Waste Management in Small Island Developing States: A Review"" [Supplementary Material]. Waste Management 43: 539–549."
LCN,VIR,Virgin Islands (U.S.),HIC,composition_food_organic_waste_percent,%,2015.0,"Mohee, R., S. Mauthoor, Z. M. A. Bundhoo, G. Somaroo, N. Soobhany, and S. Gunasee. 2015. ""Current Status of Solid Waste Management in Small Island Developing States: A Review"" [Supplementary Material]. Waste Management 43: 539–549."
ECS,SMR,San Marino,HIC,composition_food_organic_waste_percent,%,2016.0,"San Marino, AASS (Autonomous State Company for Public Services). 2016. ""Collection Data"" [""Dati di raccolta""]. Autonomous State Company for Public Services [Azienda Autonoma di Stato per i Servizi Pubblici (AASS)], Government of San Marino. http://www.aass.sm/site/home/ambiente/dati-di-raccolta/2016.html."
ECS,UZB,Uzbekistan,LMC,composition_food_organic_waste_percent,%,2006.0,"OSCE (Organization for Security and Co-operation in Europe). 2006. ""Environmental Safety and Civil Initiative, No. 8"" [""Экологическая безопасность и гражданская инициатива, № 8""]. Organization for Security and Co-operation in Europe (OSCE). Accessed April 19, 2017. https://www.osce.org/ru/uzbekistan/71088."
ECS,GRL,Greenland,HIC,composition_food_organic_waste_percent,%,2011.0,"Eisted, Rasmus, and Thomas H. Christensen. 2011a. ""Characterization of Household Waste in Greenland."" Waste Management 31: 1461–1466. doi:10.1016/j.wasman.2011.02.018."
LCN,TCA,Turks and Caicos Islands,HIC,composition_food_organic_waste_percent,%,2004.0,"UNSD (United Nations Statistics Division). 2016c. ""Environmental Indicators and Selected Time Series: Composition of Municipal Waste (Latest Year)."" United Nations Statistics Division (UNSD), United Nations. September. http://unstats.un.org/unsd/ENVIRONMENT/qindicators.htm."
LCN,CYM,Cayman Islands,HIC,composition_food_organic_waste_percent,%,2003.0,"Amec Foster Wheeler. 2016. ""National Solid Waste Management Strategy for the Cayman Islands: Final Report."" Amec Foster Wheeler Environment and Infrastructure UK Limited, for the Government of Cayman Islands. June. http://ministryofhealth.gov.ky/sites/default/files/36082%20Strategy%20Final%20Report%2016229i1.pdf."
EAS,MNP,Northern Mariana Islands,HIC,composition_food_organic_waste_percent,%,2016.0,"SPREP (Secretariat of the Pacific Regional Environment Programme). 2016. Cleaner Pacific 2025: Pacific Regional Waste and Pollution Management Strategy, 2016–2025. Secretariat of the Pacific Regional Environment Programme. Apia, Samoa. https://sustainabledevelopment.un.org/content/documents/commitments/1326_7636_commitment_cleaner-pacific-strategy-2025.pdf."
MEA,p,,LMC,waste_treatment_other_percent,%,2010.0,"GIZ and SWEEP-Net. 2010b. ""Country Report on the Solid Waste Management in Syria."" Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH (GIZ) and Regional Solid Waste Exchange of Information and Expertise Network in Mashreq and Maghreb Countries (SWEEP-Net), on behalf of the German Federal Ministry for Economic Cooperation and Development (BMZ). July."
LCN,CUW,Curacao,HIC,waste_treatment_recycling_percent,tonnes/year,2013.0,"PricewaterhouseCoopers Aruba. 2014. ""Environmental Sustainability Ranking: Determining and Fortifying Aruba’s Position in the Caribbean."" Version 1.1. PricewaterhouseCoopers Aruba. October 28. https://www.pwc.com/an/en/publications/assets/pwc-environmental-sustainability-ranking-positioning-and-fortifying-aruba-in-caribbean.pdf."
ECS,FRO,Faeroe Islands,HIC,waste_treatment_recycling_percent,tonnes/year,2012.0,"Nordic Competition Authorities. 2016. ""Competition in the Waste Management Sector: Preparing for a Circular Economy."" Nordic Competition Authorities: Konkurrensverket (Sweden), Konkurransetilsynet (Norway), Kilpailu ja Kuluttajavirasto (Finland), Samkeppniseftirlitid (Iceland), Konkurrence og Forbrugerstyrelsen (Denmark), Kappingareftirlitid (Faroe Islands), Forbruger og Konkurrencestyrelsen (Greenland). http://www.konkurrensverket.se/globalassets/publikationer/nordiska/nordic-report-2016_waste-management-sector.pdf."
LCN,ABW,Aruba,HIC,waste_treatment_recycling_percent,tonnes/year,2013.0,"PricewaterhouseCoopers Aruba. 2014. ""Environmental Sustainability Ranking: Determining and Fortifying Aruba’s Position in the Caribbean."" Version 1.1. PricewaterhouseCoopers Aruba. October 28. https://www.pwc.com/an/en/publications/assets/pwc-environmental-sustainability-ranking-positioning-and-fortifying-aruba-in-caribbean.pdf."
SSF,COD,"Congo, Dem. Rep.",LIC,waste_treatment_recycling_percent,tonnes/year,2005.0,"AFED (Arab Forum for Environment and Development). 2008. ""Arab Environment: Future Challenges. 2008 Report of the Arab Forum for Environment and Development."" Edited by Mostafa K. Tolba and Najib W. Saab."
SSF,COG,"Congo, Rep.",LMC,waste_treatment_recycling_percent,tonnes/year,2005.0,"AFED (Arab Forum for Environment and Development). 2008. ""Arab Environment: Future Challenges. 2008 Report of the Arab Forum for Environment and Development."" Edited by Mostafa K. Tolba and Najib W. Saab."
"National Institute of Rural Development and Panchayati Raj. 2016. """"Solid Waste Management in Rural Areas."""" Accessed June 1"," 2020. http://nirdpr.org.in/nird_docs/sb/doc5.pdf.""","Urban: 62 million tonnes/year for a population of 377 million for 0.45 kg/capita/day (2018 data from Lok Sabha Secretariat, Ministry of Housing and Urban Affairs)",,,,,
Rural: 127.75 million tonnes (0.35 million tonnes/day x 365 days). Since the publication says 0.3-0.4 M tonnes/day the average was used. (2015 or 2016 data from the Ministry of Drinking Water and Sanitation in a 2016 report by Centre for Rural Infrastructure, National Institute Of Rural Development & Panchayati Raj),,,,,,
Yue Bo," et.al. 2014. """"Characteristics of Rural Household Waste in China."""" Environmental Science & Technology (in Chinese)"," 37 (6): 129-134.""","Urban waste generation is 0.78 kg/capita/day, total generation of 242.062 million tonnes in 2019. Urban domestic waste generation in 2019 is 242.062 million tonnes with a corresponding urban population of 848.43 million people. Data on MSW generation in urban areas is collected from the treatment plants and is likely an underestimation. It does not account for the removal of recyclables collected by scavengers before the waste reaches the treatment plants.",,,,
Rural waste generation is estimated to be 0.76 kg/capita/day (2014 data), for an estimated total generation of 153.019 million tonnes in 2019. (Rural population in 2019 was 551.62 million people and the latest data on rural waste generation is from 2014 at 0.76 kg/capita/day," for a total of 153.019 million tonnes). Data on MSW generation in rural areas is based on door-to-door surveys and the recyclables are partly counted.""",,,,,
SSF,SOM,Somalia,LIC,total_msw_total_msw_generated_tons_year,tonnes/year,2016.0,
LCN,MAF,St. Martin (French part),HIC,total_msw_total_msw_generated_tons_year,tonnes/year,2012.0,"Sterviinou, L. n.d. ""What to Do with Our Waste in Saint Martin?"" [""Quoi faire de nos déchets à Saint-Martin?""]. MAXImini.com."
SSF,SSD,South Sudan,LIC,total_msw_total_msw_generated_tons_year,tonnes/year,2013.0,"UNEP (United Nations Environment Programme). 2013. ""Municipal Solid Waste Composition Analysis Study: Juba, South Sudan,"" by Michael J. Cowing. United Nations Environment Programme (UNEP). April."
SSF,GNQ,Equatorial Guinea,UMC,total_msw_total_msw_generated_tons_year,tonnes/year,2016.0,
SSF,LBR,Liberia,LIC,total_msw_total_msw_generated_tons_year,tonnes/year,2007.0,"UNEP (United Nations Environment Programme). 2007. ""Assessment of Solid Waste Management in Liberia."" Post-Conflict and Disaster Management Branch, United Nations Environment Programme (UNEP), in collaboration with the Environmental Protection Agency, Government of Liberia. /// UN DESA (United Nations, Department of Economic and Social Affairs). 2014c. ""World Urbanization Prospects: The 2014 Revision."" UN Doc. No. ST/ESA/SER.A/366. Department of Economic and Social Affairs, Population Division."
